step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
93000	-318.472724610389946	-316.732345242455835	-1.740379367934083	0.000123646855090	0.000023708986279	0.191747588418143	0.533369350330360	-1	1	3	3	4	1	4	2	6	8	5	4	6	5	5	7	6	6	8	7	11	10	10	10	12	11	12	13	14	15	16	17	16	16	18	17	19	20	19	20	21	23	22	21	20	21	23	22	23	25	26	27	26	27	0	1	8	2	6	1	6	1	3	18	5	6	2	8	2	11	11	4	14	14	24	19	17	9	17	20	24	18	27	28	27	14	30	26	0	33	34	32	35	36	36	48	46	39	32	39	32	38	32	44	49	48	48	53	1	1	1	2	1	1	1	2	2	2	1	1	3	1	2	1	1	2	1	1	1	1	2	2	4	1	1	3	1	1	2	5	1	2	1	1	2	1	1	1	2	1	1	1	1	1	3	1	2	2	2	2	2	1
93500	-369.015640903320786	-367.584680474595132	-1.430960428725657	0.000095671379702	0.000034133641293	0.356780067348080	0.560154191930279	-1	1	1	2	4	2	4	4	5	8	3	5	6	6	6	8	7	7	9	8	10	7	9	10	11	12	13	13	15	17	16	17	16	17	18	18	20	20	19	19	21	22	21	21	20	20	23	20	22	24	27	27	26	27	0	1	1	3	6	1	6	1	2	4	6	6	8	4	1	5	11	15	22	14	2	9	11	13	23	13	10	24	13	33	27	33	26	13	0	26	30	32	35	34	40	45	46	39	34	39	41	32	38	39	49	42	48	42	1	1	1	1	1	2	2	3	3	2	1	2	1	2	3	2	2	1	1	1	4	1	2	2	2	3	4	1	3	1	2	1	2	5	1	3	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	4	3	3
94000	-349.856695697332100	-348.349849375915085	-1.506846321417016	0.000112375721621	0.000032585003839	0.289964801732249	0.582236608052022	-1	1	3	3	5	1	4	4	7	8	3	4	6	5	6	7	5	6	9	8	10	8	9	8	12	13	12	14	15	17	17	17	16	14	18	19	19	21	19	20	21	24	22	22	22	20	23	22	23	23	27	27	25	24	0	1	1	2	11	1	6	1	3	18	6	6	4	2	4	11	12	2	2	8	24	4	5	14	16	22	19	26	27	20	27	26	34	26	0	33	33	32	35	34	37	48	46	35	32	39	41	38	38	46	49	54	48	48	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	1	2	3	2	2	2	2	2	3	2	1	1	1	5	2	2	1	1	1	2	2	2	1	3	1	2	1	3	2	1	1	1	1	1	2	2	1	2
94500	-310.301044432256845	-308.708185349056691	-1.592859083200170	0.000122189978120	0.000029712212902	0.243164074170332	0.767853139837939	-1	1	1	3	5	1	3	4	6	7	4	6	7	6	5	7	7	7	8	8	10	10	9	9	11	12	13	14	15	17	16	16	16	15	18	18	19	20	19	19	22	23	21	21	22	20	23	22	22	23	27	26	25	26	0	1	1	1	11	1	6	2	3	15	6	6	4	4	2	11	12	14	14	9	19	14	17	10	23	20	24	21	21	26	27	26	28	26	0	33	30	34	35	36	36	48	46	39	38	39	40	38	38	44	49	48	42	53	1	1	1	2	1	1	2	1	2	1	2	2	2	1	3	2	1	1	1	1	1	2	1	1	1	2	1	2	3	3	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1
95000	-317.825061511637784	-316.242487668889112	-1.582573842748673	0.000135294823672	0.000033532807918	0.247849895564753	0.610793655344413	-1	0	2	3	5	2	4	3	5	8	4	5	7	6	6	6	6	7	7	8	8	10	9	10	12	12	13	14	14	16	17	18	16	16	18	18	19	19	19	21	21	23	22	21	22	21	23	21	23	25	26	27	25	26	0	1	1	3	11	1	6	1	3	19	6	6	1	1	4	11	11	14	14	14	15	4	17	21	17	20	24	20	22	26	27	33	28	26	0	34	33	30	35	37	36	48	46	39	38	39	36	38	34	44	42	53	42	42	1	1	2	1	1	1	1	2	2	1	1	1	3	3	2	1	1	1	1	1	2	2	2	1	3	2	2	3	2	2	2	2	2	2	1	1	2	1	1	1	2	2	1	1	2	1	3	1	3	2	1	1	1	1
95500	-309.736915264237837	-308.124650080545166	-1.612265183692678	0.000150673687603	0.000035382001109	0.234825347889319	0.677181943061024	0	1	2	2	5	1	3	3	6	9	3	6	5	6	6	7	6	7	8	9	10	8	8	9	11	12	13	13	14	16	16	17	15	17	17	19	18	19	19	19	21	23	21	22	21	20	23	21	22	24	27	28	26	27	0	1	1	2	11	1	6	1	3	4	6	7	4	2	2	11	11	15	2	22	24	13	5	19	23	20	22	14	10	33	27	30	28	33	0	34	30	32	35	34	34	48	46	46	32	39	41	38	45	44	49	42	42	53	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	2	1	1	2	1	1	2	2	2	3	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	2	2	1
96000	-320.220236957156033	-318.726927054597013	-1.493309902559015	0.000116360688357	0.000034840194351	0.299415505728538	0.600210217993416	0	1	2	3	5	2	3	3	6	7	4	5	6	6	5	8	5	8	8	7	10	9	8	9	11	13	13	15	15	17	14	18	17	15	17	19	19	20	19	21	22	23	21	21	21	20	23	21	23	23	27	28	25	28	0	1	1	2	11	1	6	2	3	2	6	6	2	4	4	11	11	15	4	14	24	14	17	18	17	22	24	26	31	34	18	26	34	26	0	30	34	34	35	30	36	48	46	39	32	39	41	32	48	44	42	51	48	53	1	1	1	1	1	1	1	1	2	4	1	2	3	1	1	2	1	3	2	1	1	1	2	1	4	2	2	1	1	2	3	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	2
96500	-320.572249101502337	-318.739375901616199	-1.832873199886113	0.000130457812863	0.000022065189386	0.169136588307798	0.609031801771076	-1	1	2	2	5	2	3	3	6	9	4	4	7	6	5	7	5	7	8	7	11	9	8	9	12	12	14	14	13	15	16	17	17	15	18	19	18	18	19	20	22	24	22	21	21	20	24	21	24	25	27	26	26	27	0	1	1	2	11	1	6	1	3	13	6	6	4	2	4	11	11	15	13	4	24	14	17	20	5	13	29	20	24	28	27	26	30	14	0	28	32	32	35	33	33	48	46	39	38	39	41	38	48	44	49	42	42	52	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	3	3	1	5	2	1	1	2	1	3	1	3	1	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1
97000	-331.690898136300063	-330.214988527282401	-1.475909609017642	0.000085717089548	0.000026812581826	0.312803222402854	0.562693186677116	-1	0	2	3	3	1	3	2	6	8	4	5	6	5	5	7	6	7	7	8	11	11	10	9	11	12	13	14	14	16	17	16	17	16	16	18	20	20	20	21	19	24	21	20	21	22	23	21	23	24	27	27	25	27	0	1	1	1	6	1	6	1	3	9	5	5	3	1	4	11	5	15	13	4	24	20	16	13	23	20	14	26	24	20	29	26	34	26	0	30	30	32	35	36	30	48	44	35	38	43	40	38	30	46	42	48	48	53	1	1	2	2	1	1	2	2	2	1	1	1	3	3	1	2	2	1	1	2	1	1	2	1	1	2	3	1	1	4	2	1	1	2	1	2	2	2	2	2	1	2	1	2	1	1	1	1	4	1	2	3	3	1
97500	-320.875936963198285	-319.239903220308236	-1.636033742890043	0.000130076389645	0.000029319629685	0.225403163209826	0.673677344716047	-1	1	1	2	3	2	3	3	4	8	4	5	5	7	5	6	6	6	8	7	11	10	9	9	11	11	13	12	14	16	16	18	15	16	17	17	18	20	18	20	21	23	21	21	22	22	24	22	24	23	28	25	26	28	0	1	1	2	6	1	6	1	3	15	5	6	1	15	4	11	11	4	15	15	24	14	5	14	23	22	24	22	27	26	29	34	15	33	0	30	33	32	35	36	36	48	39	39	38	43	41	32	48	39	49	48	52	53	1	1	1	1	1	2	1	2	2	2	1	1	3	1	2	1	1	2	2	1	1	2	4	1	1	1	2	2	1	2	1	1	6	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1
98000	-304.861919627511838	-303.369947491390178	-1.491972136121678	0.000130153290065	0.000039097041145	0.300392261508207	0.755167994782063	-1	0	2	2	5	2	4	3	6	8	4	5	6	6	6	6	6	8	9	9	10	8	10	10	11	12	13	14	13	16	16	18	16	16	18	17	19	21	19	19	21	23	21	21	21	22	23	21	23	24	26	27	26	27	0	1	1	2	11	1	6	4	3	15	6	7	4	4	4	11	11	13	14	13	22	14	17	14	17	10	24	20	24	15	29	34	20	28	0	34	33	33	35	36	40	45	39	39	33	43	41	32	38	44	49	45	42	53	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	2	2	2	4	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1
98500	-354.850461446579232	-353.222334422584140	-1.628127023995086	0.000121014229321	0.000027645486213	0.228448227688164	0.579202477248988	-1	1	3	3	4	1	4	4	6	8	5	4	6	5	6	7	7	8	9	8	10	10	8	10	12	13	14	14	13	15	16	18	16	17	17	18	18	19	19	19	20	24	20	22	21	22	23	22	23	23	27	27	26	28	0	1	2	2	6	1	6	1	3	13	5	6	2	2	14	11	11	2	10	14	10	13	17	15	23	20	14	20	21	10	21	33	30	26	0	24	30	37	35	30	34	45	39	39	38	43	41	36	30	39	49	38	42	53	1	1	1	1	1	1	1	3	2	1	1	2	2	3	1	1	1	3	1	1	1	2	1	1	2	2	4	2	2	3	3	1	1	2	1	4	2	1	1	2	2	2	1	2	1	1	2	2	2	3	2	3	1	2
99000	-300.042387946918666	-298.436599516075717	-1.605788430842935	0.000098197812185	0.000023325843113	0.237539336100737	0.700568668807101	0	1	2	2	5	3	4	4	6	8	4	5	7	7	6	7	6	8	9	9	10	10	10	9	12	12	12	14	15	15	16	17	17	16	18	18	18	19	20	20	21	23	21	19	20	22	23	20	23	25	27	27	27	28	0	1	2	2	11	1	6	6	3	14	6	6	1	2	4	11	11	4	10	14	10	15	17	13	23	20	13	26	27	26	27	30	30	26	0	33	30	32	35	36	36	48	39	35	38	43	41	38	48	44	49	48	42	52	1	1	1	1	1	1	1	1	2	1	1	1	3	2	2	1	1	3	1	1	1	2	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	2	3	2	1
99500	-312.451569264352031	-310.829500258491350	-1.622069005860706	0.000092714008284	0.000021402124096	0.230840241860416	0.570669895012887	-1	1	2	3	5	0	2	3	6	8	4	4	6	6	4	7	6	6	9	9	10	10	7	9	12	13	13	15	14	17	17	18	16	16	17	17	19	20	19	19	21	22	21	21	21	22	24	21	23	24	27	27	26	27	0	1	2	1	11	1	6	1	3	13	7	7	1	1	4	5	5	15	10	4	24	9	17	14	23	20	24	26	13	33	27	33	26	26	0	34	30	30	35	36	26	48	39	39	38	43	36	38	42	44	49	48	41	53	1	2	1	2	1	1	1	2	2	1	1	1	3	3	1	1	1	1	1	3	1	2	1	2	2	2	2	1	3	1	2	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	3	1	1	2	2	3	2	1
100000	-303.367541591188740	-301.154252793590956	-2.213288797597809	0.000100781538346	0.000011226769040	0.111397079510357	0.625586695941865	-1	1	2	2	5	1	4	1	7	6	4	5	6	6	4	7	6	7	8	8	11	10	8	9	11	12	13	14	14	14	17	16	16	16	18	18	19	21	19	19	21	23	21	21	20	22	23	21	23	25	27	26	26	27	0	1	1	2	11	1	6	1	3	2	6	6	4	1	4	11	11	13	10	2	24	1	17	20	23	20	22	26	22	26	22	30	30	30	0	33	33	33	35	36	36	48	39	35	32	43	41	45	48	44	49	42	48	53	1	1	1	1	1	1	1	1	2	2	2	2	2	3	1	1	1	1	1	3	1	4	1	1	2	2	2	1	2	1	4	1	2	1	1	1	1	2	1	1	2	2	1	1	3	1	1	1	1	2	2	1	3	1
