step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65
80000	-306.942299440819625	-313.797787391779025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709698631311149	0	2	3	3	4	3	4	4	5	6	6	5	5	6	5	6	7	5	6	6	6	6	7	7	9	10	9	9	9	10	9	11	10	10	11	11	11	12	13	10	11	11	10	11	12	12	12	12	12	13	13	13	13	14	14	15	15	15	16	18	17	17	16	18	19	0	1	1	2	4	2	2	4	3	5	6	7	4	8	4	9	22	6	18	13	13	8	19	2	10	31	23	16	16	8	21	43	31	27	28	25	25	25	30	31	31	26	31	43	29	35	28	41	32	46	42	35	48	52	53	35	50	55	56	57	55	47	56	56	56	1	2	3	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	2	3	2	3	2	1	1	1	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	4	2	1	1	3	3	2	1	1	2
80500	-297.624656488944936	-304.480144439904336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668883367921643	0	1	3	2	4	4	4	4	5	7	5	5	5	6	5	6	4	6	6	6	6	5	7	7	8	10	9	9	10	10	9	11	10	10	11	10	11	11	12	11	11	10	10	12	12	12	12	12	13	13	13	12	13	14	14	15	15	15	16	18	17	16	17	18	19	0	1	2	2	4	4	4	4	3	5	6	7	8	15	4	9	3	11	11	8	13	7	18	16	13	31	23	24	28	22	21	43	31	27	28	25	30	30	36	26	26	31	31	43	24	29	24	41	32	35	26	35	48	52	53	47	50	55	56	57	58	35	56	63	63	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	4	2	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	2	1	2	2	3	1	1	2	1	3	2	1	1	2	2	3	2	1	2
81000	-308.085358073035479	-314.940846023994879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616841036998521	-1	2	3	3	4	3	4	2	4	5	4	5	5	4	5	6	7	6	6	6	6	5	7	7	8	10	9	8	10	11	9	10	10	10	11	10	11	12	13	11	10	11	11	12	12	12	12	12	12	13	13	12	13	14	14	16	15	15	16	18	17	15	17	18	19	0	1	8	1	8	8	4	1	3	5	6	7	14	4	14	9	3	11	11	13	13	4	19	16	21	31	19	24	28	13	25	31	31	27	29	13	36	36	38	36	25	41	32	43	28	35	35	31	43	29	42	35	31	52	53	47	50	55	62	50	58	47	59	62	63	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	3	1	1	6	1	1	1	1	1	5	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	3	2	1	1	3	2	2	1	1	2
81500	-294.256455868410399	-301.111943819369799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695056489310374	0	2	3	4	4	3	3	2	5	7	4	5	5	5	4	6	7	6	6	6	6	6	7	8	9	10	9	8	10	10	9	10	10	10	11	11	10	12	11	11	11	11	11	12	12	12	12	13	13	13	13	11	13	14	14	15	15	15	16	16	17	17	17	18	18	0	1	8	8	8	8	8	1	3	4	6	8	4	4	8	3	9	11	11	4	13	14	19	16	13	31	23	16	28	25	21	31	31	27	24	25	25	25	30	26	26	26	32	43	28	28	29	32	32	47	42	29	41	52	53	45	50	55	56	57	55	56	56	62	63	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	3	2	2	3	3	1	2	1	1	2	1	2	2	1	1	1	3	2	2	1	1
82000	-295.813412484063633	-302.668900435023033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631671748494624	0	1	3	3	4	3	4	2	5	6	5	5	5	5	5	6	7	6	6	6	6	6	7	8	8	10	9	9	10	11	9	10	10	10	11	11	10	12	13	11	11	11	11	12	12	12	12	12	13	13	13	13	12	14	14	13	15	15	15	18	17	16	16	15	19	0	1	2	8	8	8	4	2	3	5	6	7	4	7	4	9	9	11	11	13	13	7	11	9	13	31	11	9	28	25	25	31	31	27	24	25	25	30	30	31	26	26	32	43	35	35	24	41	26	24	42	35	26	52	53	47	35	55	56	57	58	64	56	56	63	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	2	2	3	2	1	3	2	1	1	1	1	1	1	2	3	2	1	2	2	1	1	1	1	1	1	3	1	1	4	2	2	2	1	2	1	3	1	1	1	2	1	2	2	2
82500	-297.832387164769557	-304.687875115728957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639850840954107	0	2	3	4	4	4	3	3	5	7	5	4	5	5	5	5	7	6	6	6	6	3	7	7	9	9	9	8	10	8	10	10	10	10	11	11	11	11	13	11	11	11	11	12	11	11	12	13	13	13	13	12	13	14	14	15	15	15	16	18	17	17	17	18	19	0	1	2	22	22	22	2	2	3	5	6	2	4	12	8	3	9	11	11	13	13	2	19	16	21	14	23	24	24	13	21	26	26	27	29	25	25	25	37	33	32	26	32	31	24	28	46	41	43	46	42	46	31	52	53	47	50	55	56	57	58	59	56	63	63	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	3	3	2	1	2	1	3	1	1	1	1	1	2	2	2	1	1	2	1	2	4	3	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	2
83000	-292.078085469630992	-298.933573420590392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657439034157253	0	2	3	4	4	4	4	3	5	7	5	5	4	6	5	6	7	6	6	6	6	6	7	8	7	8	8	9	9	10	10	10	9	9	11	11	9	11	13	11	11	11	11	12	10	12	12	12	13	13	11	13	12	14	14	15	15	15	16	17	16	17	17	18	18	0	1	2	8	8	8	8	2	3	5	6	7	8	8	4	9	16	11	11	13	8	8	19	16	14	21	23	3	16	13	26	26	26	27	24	30	25	30	37	31	32	26	26	43	29	35	29	41	32	35	31	35	42	52	53	47	50	55	47	57	58	56	59	62	63	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	3	2	2	2	2	1	1	3	1	1	1	3	1	1	3	2	1	1	1	3	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1
83500	-317.167391465335754	-324.022879416295154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683368599035393	0	1	3	4	4	3	3	4	5	7	5	5	5	6	5	6	7	6	6	6	5	6	7	8	9	8	9	7	10	8	9	11	10	10	11	11	11	12	10	11	10	11	11	12	10	12	12	12	13	13	13	11	13	13	14	15	15	15	16	16	17	16	17	18	18	0	1	1	7	7	1	2	7	3	5	6	7	8	8	4	9	9	11	11	13	8	15	19	28	30	21	23	16	9	13	26	26	31	23	29	30	39	39	30	26	31	26	26	43	28	35	29	41	32	29	42	29	31	52	53	29	46	53	56	57	55	56	62	47	62	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	3	2	1	4	2	1	1	1	3	1	1	3	2
84000	-288.310892772235945	-295.166380723195346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711419164363588	0	2	3	3	4	3	2	4	5	7	4	5	5	5	5	6	4	6	5	6	6	5	7	8	7	9	8	9	10	8	10	11	10	10	11	11	11	12	10	11	11	11	10	11	12	12	12	13	12	13	13	13	13	14	14	14	15	15	15	16	17	17	16	18	19	0	1	1	7	4	7	1	4	3	14	6	4	8	4	8	9	3	11	11	22	22	4	19	16	13	13	23	24	24	25	26	43	26	27	28	30	39	39	30	31	31	26	26	43	28	35	35	41	32	35	42	35	41	52	53	29	35	55	56	50	58	63	56	62	63	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2
84500	-283.857177521716437	-290.712665472675837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670378033091639	-1	2	3	3	4	4	4	4	5	7	5	5	5	6	5	5	7	6	6	6	6	6	7	7	8	8	9	9	9	9	10	10	9	10	11	9	11	12	10	11	11	11	11	12	12	12	12	12	13	13	13	12	13	14	14	15	12	15	16	16	17	17	17	18	18	0	1	2	2	4	4	4	4	3	5	6	7	8	8	8	3	3	11	11	13	13	8	19	9	13	21	23	24	24	25	26	26	26	27	24	25	30	39	30	26	26	26	32	41	9	35	35	31	40	57	42	35	48	52	53	47	29	55	56	57	58	56	56	62	63	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	1	3	1	2	2	1	3	2	1	1	1	3	1	1	2	2	1	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1
85000	-324.188073437059700	-331.043561388019100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687653779726152	0	2	3	3	4	2	4	4	5	7	5	5	5	6	5	6	6	6	6	6	6	6	7	8	9	8	8	8	10	11	10	11	10	9	10	11	11	12	13	11	11	9	11	12	9	11	12	12	13	13	13	12	13	14	14	15	15	15	16	18	17	16	17	18	19	0	1	2	2	4	1	4	4	3	8	6	7	4	4	4	3	3	11	11	13	13	7	19	9	13	21	23	2	2	25	26	26	26	23	16	25	25	36	38	33	31	26	33	43	24	29	29	31	31	35	42	29	26	52	53	47	35	55	56	57	58	56	62	56	63	1	1	1	1	1	2	1	1	2	3	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	3	4	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	5	2	1	3	2	1	1	2	2	1	1	3	1
85500	-322.256887281590821	-329.112375232550221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754547090455704	0	2	3	3	4	4	4	4	5	5	6	5	5	6	5	4	7	5	6	6	4	6	7	8	9	8	8	9	10	11	10	11	10	10	11	8	9	12	12	10	11	11	11	12	12	12	12	13	13	13	13	12	14	14	14	15	14	15	16	17	17	17	16	18	19	0	1	1	2	2	2	2	4	8	2	18	7	21	12	8	3	3	6	18	13	4	8	19	3	14	21	23	9	28	25	25	31	26	27	24	13	36	25	30	26	31	31	25	32	28	35	35	40	26	46	42	35	49	52	41	47	50	53	56	50	58	63	56	56	63	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	3	1	1	1	1	2	1	3	1	2	1	2	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	1	2	1	1	1	3	1	2	1	1	2	2	2	1	1	1	2	2	1	1	3	3
86000	-314.483460961236290	-321.338948912195690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767507479829751	0	2	3	1	4	4	4	4	5	7	6	5	5	5	4	6	7	5	6	6	6	3	7	7	8	8	9	8	10	11	9	11	10	10	11	10	11	12	13	11	11	11	9	12	11	11	12	13	13	12	13	12	14	14	14	15	14	15	16	17	17	16	17	18	19	0	1	2	1	22	2	22	4	3	5	18	7	15	7	4	3	16	6	18	13	8	4	19	16	13	21	23	16	24	36	25	43	31	27	29	21	21	30	30	26	31	26	26	26	29	29	46	40	30	35	31	46	40	52	49	47	50	55	56	57	58	56	62	62	62	1	1	1	1	1	1	1	3	1	2	1	1	1	1	3	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	3	3	1	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	2	1	1	2	3
86500	-316.821724142796654	-323.677212093756054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605141180620046	0	1	3	2	4	3	4	4	4	7	6	3	5	6	5	5	6	4	6	6	6	5	7	8	9	8	9	9	8	11	9	11	9	9	11	11	11	12	10	11	10	11	10	12	12	10	12	12	13	13	13	12	13	14	14	15	15	15	16	18	17	16	17	18	17	0	1	1	2	4	4	12	4	2	5	18	4	8	22	8	9	9	6	18	8	15	7	11	16	13	21	23	29	16	25	26	31	26	11	24	25	25	30	25	43	31	31	26	32	28	24	35	32	32	46	40	24	41	46	53	47	50	55	56	57	58	56	56	63	56	1	1	2	1	2	1	1	2	3	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	3	2	3	1	2	2	1	1	2	2	1	2	1	2
87000	-309.713866067872232	-316.569354018831632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597327513771555	0	2	3	2	4	4	4	1	5	6	6	5	5	3	4	6	7	5	6	6	6	6	7	7	9	8	9	9	10	10	10	11	9	10	11	11	11	11	13	11	11	11	11	12	12	12	12	13	13	11	12	14	13	12	14	14	14	15	16	17	17	16	17	17	18	0	1	2	8	8	14	14	1	3	5	18	7	4	4	14	3	16	6	18	13	13	14	19	3	21	21	23	24	9	21	26	31	26	27	29	13	13	25	36	31	31	33	31	32	28	29	50	41	43	29	41	54	31	35	53	47	50	55	57	50	58	56	62	62	63	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	2	2	2	1	1	1	1	2	5	2	2	1	1	1	1	1	3	2	1	2	2	1	1	2	2	1	1	2	2	1	2	4	2	1	1	1	1
87500	-307.248133920664714	-314.103621871624114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616569307021587	0	2	3	4	4	4	4	3	5	7	6	5	5	6	4	6	6	5	5	6	6	3	7	8	7	9	9	9	10	10	10	11	10	10	11	11	9	11	12	11	11	11	10	11	10	12	12	13	13	13	13	14	13	12	14	15	15	15	16	18	17	17	16	18	19	0	1	2	8	22	22	8	1	3	5	18	4	8	4	1	9	9	6	6	22	13	1	19	9	13	25	23	24	28	8	25	43	26	27	29	30	25	13	37	43	31	26	26	43	24	35	24	31	32	35	42	54	31	29	53	47	50	55	56	57	58	56	56	56	62	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	2	2	1	1	5	2	1	1	1	1	1	1	3	2	1	1	2	1	1	2	1	4	2	2	1	1	2	2	2	1	2	2	1	1	3	2	2	1	3	2
88000	-322.818675271638540	-329.674163222597940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691716052112115	0	1	3	3	4	4	4	2	5	7	6	5	5	6	5	5	7	5	6	6	6	3	7	8	8	8	9	9	10	11	10	11	10	10	9	10	11	10	13	9	10	11	10	12	12	11	12	12	13	11	13	14	12	12	13	15	15	14	16	18	17	17	16	18	19	0	1	8	8	8	22	4	2	3	14	18	5	22	4	4	2	3	6	18	13	13	8	19	9	14	21	23	24	24	14	26	43	26	27	24	25	25	25	38	26	26	40	40	32	24	35	29	26	31	35	42	54	41	46	53	47	24	55	56	57	55	57	56	62	63	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	3	1	1	1	1	1	1	2	2	2	2	1	2	4	2	1	2	1	1	1	3	2	1	1	1	1	1	1	3	1	1	2	3	1	2	2	1	1	1	2	4	1	1	2	4	2	1	1	2
88500	-311.482748273338643	-318.338236224298043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607440696409582	0	1	3	3	4	4	3	2	5	6	6	5	5	4	5	6	6	5	6	6	6	5	7	8	9	8	9	9	10	10	9	11	10	10	10	11	10	12	13	11	11	11	10	11	11	12	12	13	13	13	13	14	12	12	14	13	15	15	15	18	17	17	16	17	18	0	1	2	8	3	4	8	2	1	5	18	7	14	4	14	22	9	6	18	9	22	2	19	16	9	21	23	24	28	25	26	43	26	27	24	37	26	30	30	31	31	43	31	26	28	24	35	31	44	47	26	54	44	35	53	47	47	55	56	57	58	56	56	63	62	1	1	2	1	1	1	1	1	5	2	1	2	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	3	2	2	2	3	2	1	4	2	1	1	2	1	2	1	2	2	2	3	3	1	1
89000	-286.309708296854524	-293.165196247813924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711923556639657	0	1	3	4	4	3	4	2	5	7	5	5	5	4	5	6	7	4	6	6	6	3	7	8	8	10	9	9	10	9	9	10	10	10	11	11	11	12	10	11	10	11	11	12	12	12	12	12	13	13	13	14	14	12	13	15	15	15	16	18	17	17	17	18	19	0	1	2	8	22	8	22	2	3	5	18	7	4	22	22	3	9	6	11	13	13	8	19	16	13	31	23	24	28	13	25	31	31	27	24	25	30	25	30	31	31	31	32	32	28	35	35	41	43	35	42	54	55	24	26	47	35	55	56	57	58	56	56	62	63	1	1	2	2	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1
89500	-317.145418227470429	-324.000906178429830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588183384616877	0	2	3	2	4	4	3	1	5	7	6	5	5	3	5	6	6	4	5	6	6	5	7	8	9	10	9	9	10	10	9	11	10	9	11	10	11	11	13	11	11	11	10	12	11	12	12	12	11	13	13	14	14	13	13	14	15	14	16	17	17	17	17	18	17	0	1	2	8	4	14	8	1	2	5	18	7	14	8	8	9	9	4	18	13	13	8	19	9	13	31	23	24	16	25	21	43	31	23	29	25	30	30	30	31	31	31	31	43	24	24	29	41	43	35	42	54	55	47	31	47	50	55	56	57	58	56	56	63	59	1	2	1	1	1	1	2	1	1	3	2	2	1	1	2	1	1	1	1	1	1	4	2	3	2	1	1	1	3	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	3	2	2	1	1	1	2	1	1	1	3	2	2	1	2	2	2	2	3	1	1
90000	-321.636316055182988	-328.491804006142388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636343183900822	0	2	3	3	4	4	4	3	4	7	6	5	5	6	5	5	5	4	5	6	6	6	7	8	9	10	9	9	10	11	9	11	10	10	11	11	11	11	13	11	11	11	10	12	12	12	12	13	13	13	13	14	14	13	14	15	15	15	16	17	16	17	17	18	18	0	1	2	1	8	8	4	2	3	5	18	7	4	16	8	3	9	8	18	4	13	8	19	16	13	31	23	24	22	13	21	43	31	19	29	25	25	13	30	26	26	26	25	31	28	35	35	30	32	35	42	54	26	46	48	47	35	55	56	57	58	56	57	63	63	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	3	2	1	2	1	2	5	2	1	1	4	1	2	1	4	2	1	1	1	1	3	2	1	1	1	1	2	2	1	3	1	1	2	4	1	1	1	1	1	2	1	1
90500	-314.575681740253515	-321.431169691212915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723182941268505	0	2	3	3	4	3	4	4	4	7	6	5	5	4	5	6	7	5	6	6	6	5	7	8	9	10	9	9	9	11	8	11	10	10	11	11	11	12	13	11	11	11	10	12	12	10	12	13	12	12	13	14	12	12	14	15	15	15	16	17	17	16	16	18	19	0	1	2	1	4	1	4	4	3	5	18	7	14	2	14	9	9	6	18	4	13	4	19	16	21	31	23	24	24	25	13	43	31	23	46	25	25	25	21	26	33	26	31	43	28	24	46	40	43	35	42	54	41	46	53	47	50	55	56	57	58	47	56	62	62	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	2	1	1	1	1	3	1	2	3	1	2	1	2	4	1	1	1	2	2	3	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	2	3	1	2	1
91000	-289.795135711140063	-296.650623662099463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602485335669073	-1	2	3	3	4	4	4	4	5	6	6	5	5	6	5	6	6	5	6	6	6	5	7	8	9	10	9	8	10	11	10	11	10	10	10	11	11	10	11	11	11	11	9	12	12	11	11	12	13	13	13	14	13	14	14	15	14	14	16	18	17	17	17	18	18	0	1	2	2	4	4	4	4	3	5	18	7	4	7	8	9	9	6	18	13	13	4	19	3	21	25	23	16	28	13	43	31	43	27	24	25	25	25	38	31	31	26	10	32	29	35	24	41	44	35	42	50	30	24	53	50	35	53	56	50	58	56	59	62	63	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	2	2	4	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	2	1	1	3	2	1	1	4	1	2	2	1	1	2	3	2	1	1	1
91500	-278.590589462471200	-285.446077413430601	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691271637643648	-1	2	3	3	4	4	4	4	5	7	6	5	5	6	5	6	6	5	6	6	6	5	7	8	9	10	9	9	10	11	10	11	10	10	11	11	11	12	13	11	11	11	9	12	12	12	12	13	12	13	13	14	13	12	14	15	15	15	16	18	17	17	17	18	19	0	1	2	2	4	4	4	4	3	5	18	7	2	13	8	9	9	6	18	15	13	4	19	16	4	25	23	24	24	22	25	31	43	27	29	21	25	25	38	31	26	43	21	32	28	35	35	41	32	29	42	54	25	24	53	47	50	55	56	57	58	56	56	62	63	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	6	1	2	1	2	3	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	3	2	1	1	1	2
92000	-277.485994566556315	-284.341482517515715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700105760102824	0	2	3	3	4	4	4	4	5	7	6	5	4	6	5	5	5	5	6	6	6	6	7	8	9	9	8	9	9	10	10	11	9	9	11	11	11	12	13	11	11	11	8	12	12	12	12	13	12	13	13	14	13	13	14	14	15	15	16	18	16	17	17	18	19	0	1	2	2	4	4	4	4	3	14	18	7	4	4	8	3	3	6	18	13	13	8	19	16	22	43	23	24	24	25	26	43	14	27	29	30	30	30	30	26	26	25	21	43	24	35	35	41	32	46	42	54	41	46	53	47	50	55	56	57	55	56	56	62	56	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	1	2	3	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	3
92500	-302.188751455564159	-309.044239406523559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743958980099987	0	2	3	3	4	4	4	4	5	7	6	5	4	6	5	6	7	5	6	6	6	5	7	7	7	10	9	9	10	8	9	11	10	10	10	10	10	12	13	11	11	11	9	12	12	12	12	13	11	13	13	14	13	12	14	15	14	15	16	15	17	17	17	18	19	0	1	2	2	4	4	4	4	3	5	18	7	4	22	4	3	9	6	18	15	13	8	19	16	13	31	23	16	28	21	21	43	43	27	16	21	30	37	36	26	43	43	21	26	28	35	35	26	43	46	26	54	41	35	53	57	50	55	56	50	58	56	56	63	56	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	2	2	3	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	4
93000	-313.958213973188379	-320.813701924147779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636158086171959	0	2	3	3	4	4	4	4	5	7	6	5	5	6	5	6	7	5	6	6	4	6	7	8	9	10	9	8	10	10	9	11	10	10	9	11	11	11	12	10	11	11	8	12	11	12	12	12	13	13	12	12	13	13	14	14	14	15	16	17	17	17	17	18	19	0	1	2	2	4	3	4	4	3	5	18	7	21	2	8	3	16	6	18	7	4	8	19	1	13	31	23	16	24	10	43	26	43	27	16	30	30	30	30	31	31	31	21	33	35	29	35	41	32	35	42	29	48	29	53	47	46	55	56	57	58	56	56	62	62	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	2	1	2	1	4	2	1	2	2	2	2	1	1	2	1	2	1	1	1	2	1	2	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	3	2	3	2	1	2
93500	-293.537104123513075	-300.392592074472475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637442349867928	0	2	3	3	4	3	4	4	5	6	5	5	5	6	5	5	7	5	6	6	6	6	7	6	8	9	8	8	10	10	10	11	10	10	11	11	9	12	12	11	11	11	11	12	11	12	11	13	13	13	12	12	13	14	14	14	15	15	15	17	17	17	16	18	19	0	1	2	2	4	2	4	4	3	5	6	7	8	8	4	3	16	6	6	13	13	15	19	16	13	25	23	24	28	37	26	31	26	27	28	37	13	37	37	26	26	26	26	32	28	35	29	41	44	35	40	35	41	52	53	47	29	55	56	57	58	63	47	62	63	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	3	2	2	2	3	2	1	2	2	1	3	1	1	2	1	1	1	1	2	2	1	3	2	1	1	2	2	1	2	1	2
